episode,seed,true_type,true_class,detected_type,detected_class,outcome,success,fired_jet,fired_intensity,lateral_offset,tube_axis_direction,jet_command_x,jet_command_y_offset,jet_distance,jet_radial_offset,jet_attenuation,jet_peak_force,jet_accumulated_impulse,misfire_count,cumulative_valve_opening,decision_steps,episode_return
1,4200000,3,polypropylene centrifuge tube 2,3,polypropylene centrifuge tube 2,correct_bin,1,4,0.864894688129425,0.13172876863836097,1.0,-1.883255231361639,-0.09999999999999964,1.7743720776734477,0.09688699134268332,0.6746220157234112,0.5099380867569306,0.057192553131289015,0,1.9393320679664612,7,56.79071786539337
2,4200001,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9995573163032532,0.16569308875848043,-1.0,-1.8492909112415197,-0.13333333333333341,1.8105172960139793,0.13211393790218154,0.5308623299143322,0.8400959672188806,0.09199498506497332,0,1.9556689858436584,6,59.0775662027852
3,4200002,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9993152618408203,0.03496580298230961,1.0,-1.9800181970176904,-0.13333333333333341,1.6801655938012499,0.13211393790218154,0.5736983795506928,0.9214090052910764,0.09841087032982589,0,1.9185901880264282,6,59.07687822947986
4,4200003,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.9012454152107239,-0.021896805160631805,1.0,-2.036880805160632,-0.1333333333333333,1.6233098557382062,0.12995033317171348,0.6037650658910154,0.6317733106832021,0.068771859075611,0,1.8751428425312042,6,58.49855654534456
5,4200004,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9482773542404175,-0.13853686861612222,-1.0,-2.1535208686161225,-0.16666666666666607,1.5109654625278734,0.16923004628714536,0.4284674146820109,0.4601828896824066,0.045501693786140975,0,1.3892260789871216,5,57.75558686952751
6,4200005,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8996585607528687,-0.026616540474995898,-1.0,-2.041600540474996,-0.1333333333333333,1.6186053118854022,0.12995033317171348,0.6054758009563462,0.6323631830500164,0.06880326597046273,0,1.8770231306552887,6,58.48914713707189
7,4200006,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9990227818489075,0.13255445084906853,1.0,-1.8824295491509315,-0.16666666666666652,1.7802021087381676,0.1648524031072682,0.4157289917409996,0.9935954312638178,0.10815899571233074,0,1.6611692607402802,5,57.9505319092124
8,4200007,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8819068670272827,-0.07001547128424701,-1.0,-2.084999471284247,-0.1333333333333333,1.5753503295607547,0.12995033317171348,0.6213586216043618,0.6341606371483791,0.06870676368753612,0,1.8847270905971527,6,58.38415334368624
9,4200008,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.969689130783081,-0.05746094482036457,1.0,-2.0724449448203646,-0.16666666666666607,1.591557166632369,0.16923004628714536,0.4215629625026457,0.44633718480083234,0.044873009519583076,0,1.365380883216858,5,57.840614748039826
10,4200009,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8464983701705933,-0.2305789253973543,1.0,-2.2455629253973544,-0.1333333333333333,1.415396062310515,0.12995033317171348,0.6818530981261518,0.6816586971938352,0.07213720140713291,0,1.7158370316028595,6,58.178412130780764
11,4200010,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.934000551700592,0.12736395592734473,1.0,-1.8876200440726554,-0.1333333333333333,1.7721318672637643,0.12995033317171348,0.551602279904648,0.5947642404578303,0.06577174181005939,0,1.8629019558429718,6,58.69224989823405
12,4200011,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9995976686477661,0.11960773480385223,-1.0,-1.8953762651961479,-0.13333333333333341,1.7645580046938993,0.13211393790218154,0.5456414840140325,0.8680450135808275,0.09428076894811152,0,1.9140805900096893,6,59.07863628758201
13,4200012,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9769729375839233,-0.2263315838832176,-1.0,-2.2413155838832175,-0.13333333333333341,1.4198259180313941,0.13211393790218154,0.6655981101370053,1.0733581195206312,0.10766106073019044,0,1.9779843389987946,6,58.94373883098412
14,4200013,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9016861915588379,-0.28365973136877687,1.0,-2.298643731368777,-0.16666666666666607,1.3668523489853786,0.16923004628714536,0.4347937434028498,0.4820254383860133,0.04592859973674991,0,1.9190504848957062,5,57.56101086880415
15,4200014,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8178623914718628,-0.2951619251566896,-1.0,-2.31014592515669,-0.1333333333333333,1.351098849216274,0.12995033317171348,0.7064254243835465,0.6832767870609727,0.07172941564491356,0,1.7909754812717438,6,58.007788157431136
16,4200015,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9989538192749023,0.332876637657456,-1.0,-1.6821073623425442,-0.16666666666666652,1.9797504415031657,0.1648524031072682,0.3843771392146139,0.879522077088431,0.09725943987371428,0,1.5496785938739777,5,57.952489402649924
17,4200016,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8169575333595276,-0.3083449035598005,1.0,-2.3233289035598004,-0.1333333333333333,1.3379775900135633,0.12995033317171348,0.7114126621688741,0.69038298297406,0.07227750764256968,0,1.8259350657463074,6,58.00174496491878
18,4200017,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9995675086975098,0.26032934581444767,-1.0,-1.7546546541855523,-0.13333333333333341,1.9049137808980459,0.13211393790218154,0.5016916501569375,0.786140145325393,0.08733812851362314,0,1.7532678246498108,6,59.081674421262406
19,4200018,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9958679676055908,-0.03101208798551064,-1.0,-2.0459960879855106,-0.16666666666666652,1.6174093253843989,0.1648524031072682,0.438713118982191,1.0930832096645098,0.11671471599319622,0,1.712868571281433,5,57.93704017021245
20,4200019,3,polypropylene centrifuge tube 2,3,polypropylene centrifuge tube 2,correct_bin,1,4,0.9348127841949463,0.3181491348111448,-1.0,-1.6968348651888552,-0.09999999999999964,1.9605407515425481,0.09688699134268332,0.584526035530209,0.5025644818415559,0.05690122981433516,0,1.852448582649231,7,57.299632026251054
21,4200020,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9615330696105957,-0.2118559402439779,-1.0,-2.226839940243978,-0.16666666666666652,1.4376254370663455,0.1648524031072682,0.45738427631030226,1.1617852360446386,0.12080227338475816,0,1.6470016241073608,5,57.80277562119919
22,4200021,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9732483625411987,-0.26836603716528606,1.0,-2.2833500371652864,-0.13333333333333341,1.3779793824090907,0.13211393790218154,0.6805937745574302,1.1001985520440833,0.10897384471865071,0,1.913096845149994,6,58.923039616009014
23,4200022,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9915134310722351,0.34845173881266944,1.0,-1.6665322611873306,-0.16666666666666607,1.995635478594,0.16923004628714536,0.36944452735336847,0.3405740286938677,0.03592895745096732,0,1.3550584614276886,5,57.92700114775928
24,4200023,3,polypropylene centrifuge tube 2,3,polypropylene centrifuge tube 2,correct_bin,1,4,0.9073494672775269,0.2605711647927631,-1.0,-1.754412835207237,-0.09999999999999964,1.9030352598670062,0.09688699134268332,0.6105013945217583,0.49857233013175134,0.056367129225391235,0,1.937973439693451,7,57.09870631168633
25,4200024,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.9678691029548645,0.2473343432913836,1.0,-1.7676496567086164,-0.1333333333333333,1.891799718004571,0.12995033317171348,0.5127094304747822,0.5763306962828297,0.0643547894488066,0,2.536401331424713,6,58.87880416127049
26,4200025,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9914367198944092,0.14679272577122437,1.0,-1.8681912742287756,-0.16666666666666607,1.7947843136939872,0.16923004628714536,0.3976561678113239,0.39505437185209186,0.040917496921630436,0,1.662872850894928,5,57.920541942328576
27,4200026,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9780667424201965,0.08488820495764227,1.0,-1.9300957950423578,-0.16666666666666607,1.733165419934918,0.16923004628714536,0.4056239029371233,0.4048988997284968,0.04155861471821302,0,1.4893996119499207,5,57.87121594552907
28,4200027,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.9243505597114563,0.05725503254091269,-1.0,-1.9577289674590874,-0.1333333333333333,1.7022194592783686,0.12995033317171348,0.5756133628310788,0.618107480525781,0.06783551147873615,0,1.8437836468219757,6,58.63564038422066
29,4200028,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9773236513137817,-0.22361141072090868,1.0,-2.238595410720909,-0.13333333333333341,1.4225343122241054,0.13211393790218154,0.6646247968706265,1.0718567638362158,0.10758764385935782,0,1.9766718745231628,6,58.945836360218415
30,4200029,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9752728939056396,-0.2412894421972293,1.0,-2.2562734421972293,-0.13333333333333341,1.4049336438889788,0.13211393790218154,0.6709454042199363,1.0820574377737309,0.10808820797146029,0,1.968223214149475,6,58.9338937668419
31,4200030,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9929344058036804,-0.08652655179615382,1.0,-2.101510551796154,-0.16666666666666652,1.5621942160068725,0.1648524031072682,0.44543281349371966,1.1260400780607485,0.11927493389969929,0,1.781093806028366,5,57.9240915959333
32,4200031,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9662917852401733,-0.016482460077626993,-1.0,-2.031466460077627,-0.16666666666666607,1.6323091562640064,0.16923004628714536,0.4173983898545245,0.4297138427767296,0.04343810116340933,0,1.353482872247696,5,57.82743724615951
33,4200032,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9735085964202881,-0.26234042336409175,-1.0,-2.277324423364092,-0.13333333333333341,1.3839773590127744,0.13211393790218154,0.6784510947659821,1.0957346566238033,0.10875578619103689,0,1.9260703027248383,6,58.924317061921926
34,4200033,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9937365055084229,0.2459250359339903,-1.0,-1.76905896406601,-0.16666666666666607,1.8934980389452527,0.16923004628714536,0.38409119218130167,0.36844429591041683,0.03854564812283111,0,1.714373916387558,5,57.92859333071125
35,4200034,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9990679025650024,0.14169918184618996,1.0,-1.8732848181538102,-0.16666666666666652,1.7893077460626734,0.1648524031072682,0.4143473245219865,0.9881389986588882,0.10765981429515667,0,1.6785250008106232,5,57.950362967413724
36,4200035,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9986663460731506,0.2844274859784458,1.0,-1.7305565140215542,-0.16666666666666652,1.9314737630417538,0.1648524031072682,0.39209402120909037,0.9052449174834561,0.09979379926266423,0,1.8329159021377563,5,57.94568948027308
37,4200036,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9989134073257446,0.09338442825448978,-1.0,-1.9215995717455103,-0.16666666666666652,1.741204174270505,0.1648524031072682,0.4215564092446837,1.0173714363760242,0.11031626588413306,0,1.6253426671028137,5,57.95081654219479
38,4200037,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.9209779500961304,0.04126483062037806,1.0,-1.973719169379622,-0.1333333333333333,1.686276363188875,0.12995033317171348,0.5812150037798662,0.6223310100391006,0.06817635155131377,0,1.8475037217140198,6,58.61564769021505
39,4200038,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8170296549797058,-0.3004336809845967,-1.0,-2.3154176809845968,-0.1333333333333333,1.3458516296070595,0.12995033317171348,0.7084216271029412,0.6854743399475725,0.07188810277725217,0,1.8049520254135132,6,58.00259056874603
40,4200039,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.979934573173523,-0.19763229768853222,-1.0,-2.212616297688532,-0.13333333333333341,1.448403153987229,0.13211393790218154,0.6553217669670701,1.0563374385203605,0.10678534327679846,0,1.9384168088436127,6,58.962021302915645
