episode,seed,true_type,true_class,detected_type,detected_class,outcome,success,fired_jet,fired_intensity,lateral_offset,tube_axis_direction,jet_command_x,jet_command_y_offset,jet_distance,jet_radial_offset,jet_attenuation,jet_peak_force,jet_accumulated_impulse,misfire_count,cumulative_valve_opening,decision_steps,episode_return
1,4300000,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.7656890153884888,-0.13333549608150294,1.0,-2.148319496081503,-0.1333333333333333,1.5122551256387953,0.12995033317171348,0.6449618990128729,0.5271918547088438,0.05711633944151877,0,1.5853555798530579,6,57.70376985416997
2,4300001,3,polypropylene centrifuge tube 2,3,polypropylene centrifuge tube 2,correct_bin,1,4,0.7470712065696716,-0.2593210029452967,-1.0,-2.274305002945297,-0.09999999999999964,1.3840704266068347,0.09688699134268332,0.9332525675674852,0.5702646025256813,0.061436818021999705,0,2.2700558602809906,7,55.92942765729156
3,4300002,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.987133264541626,0.1309151752259789,1.0,-1.8840688247740212,-0.16666666666666607,1.778978131030874,0.16923004628714536,0.39974427879664565,0.39692728362436763,0.04101485267529874,0,1.7676155865192413,5,57.90145357269279
4,4300003,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9223059415817261,-0.31161125672339385,-1.0,-2.326595256723394,-0.16666666666666607,1.3391203561266396,0.16923004628714536,0.43486048634179264,0.5108687573007913,0.04854666081008002,0,1.5537386238574982,5,57.64974052070076
5,4300004,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.8902047872543335,-0.2612336144673342,-1.0,-2.2762176144673343,-0.16666666666666652,1.3885850194492035,0.1648524031072682,0.46047721579975437,1.07754653276035,0.11130466530162408,0,1.606251984834671,5,57.52192898831204
6,4300005,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.8824200630187988,0.014043102630116489,1.0,-2.0009408973698837,-0.1333333333333333,1.6591369137269107,0.12995033317171348,0.5908530135558633,0.5912418874319518,0.06482202684793174,0,2.007979691028595,6,58.38471917548533
7,4300006,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9207321405410767,-0.3101595428157049,1.0,-2.325143542815705,-0.13333333333333341,1.336384411124106,0.13211393790218154,0.6953527749823938,1.0380403411737709,0.10417286014056583,0,1.7354598343372345,6,58.61643684150229
8,4300007,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9994890689849854,0.04062337141003863,1.0,-1.9743606285899615,-0.13333333333333341,1.6858057036816947,0.13211393790218154,0.5717883272557197,0.9179073103712371,0.09815729035425462,0,2.1607570350170135,6,59.07306138001778
9,4300008,2,polypropylene centrifuge tube 1,2,polypropylene centrifuge tube 1,correct_bin,1,3,0.9045172929763794,0.1550161581240348,1.0,-1.8599678418759653,-0.1333333333333333,1.7997107647402963,0.12995033317171348,0.5423872261447867,0.5496682615643773,0.06113206129080247,0,2.32543221116066,6,58.50887413832701
10,4300009,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9952796697616577,-0.08081609658709504,-1.0,-2.0958000965870953,-0.13333333333333341,1.564768668774611,0.13211393790218154,0.613718083487712,0.9954634835587982,0.10343794783615981,0,1.9578958451747894,6,59.052258316210875
11,4300010,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9987543821334839,0.17459081046682012,-1.0,-1.84039318953318,-0.16666666666666652,1.8220620002432824,0.1648524031072682,0.4093217543731901,0.9679980598632083,0.10579041801839105,0,1.443145513534546,5,57.953832525462616
12,4300011,4,polypropylene lysis tube,4,polypropylene lysis tube,correct_bin,1,5,0.9541498422622681,-0.07335721863527672,-1.0,-2.0883412186352768,-0.16666666666666607,1.5757519167339207,0.16923004628714536,0.42306601534305527,0.4406816208524682,0.04408677935820843,0,1.8493569195270538,5,57.769573574936985
13,4300012,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.8926080465316772,-0.27678295461946106,-1.0,-2.2917669546194612,-0.16666666666666652,1.373146888076959,0.1648524031072682,0.461218630219568,1.0925132383546166,0.11257030386118512,0,1.6263712644577026,5,57.53101660994544
14,4300013,1,universal polypropylene tube,1,universal polypropylene tube,correct_bin,1,2,0.9224194884300232,-0.32208697281815635,-1.0,-2.3370709728181565,-0.13333333333333341,1.3245159333532257,0.13211393790218154,0.6995222221005378,1.0505469763614976,0.10489745290821913,0,1.6274238526821136,6,58.62856286772222
15,4300014,0,universal polystyrene tube,0,universal polystyrene tube,correct_bin,1,1,0.9217281341552734,-0.31065800655790016,-1.0,-2.3256420065579,-0.16666666666666652,1.3395230175447153,0.1648524031072682,0.4624059811247732,1.1664205329967594,0.11936573953688856,0,1.6942341029644012,5,57.64464896106779
