#{"t_start": 1785871051.1098237, "env_id": "None"}
r,l,t
51.228954,7,157.081872
51.479998,6,157.22175
50.930721,6,157.342157
51.418265,6,157.476397
51.237004,7,157.603636
51.444527,7,157.819774
50.964341,6,157.930588
51.54298,7,158.167672
51.623126,6,158.289613
52.733556,6,158.49633
50.704616,7,158.630072
51.664603,7,158.858691
49.841037,5,158.949838
50.135786,5,159.224828
52.016679,6,159.357714
51.50518,6,159.566407
51.083819,6,159.654565
51.379827,6,159.86052
51.118864,6,159.985176
51.583873,7,160.224562
52.294729,6,160.431023
50.877943,7,160.666805
51.178308,6,160.888899
51.512981,6,161.028416
49.980958,5,161.252909
50.940275,6,161.376061
49.915025,5,161.472413
50.921156,6,161.593727
50.068025,5,161.681552
50.155343,5,161.780321
50.759018,5,162.003951
50.121956,5,162.223326
51.234101,6,162.345068
53.009022,6,162.538756
50.505903,7,162.779899
51.214945,6,162.91093
51.466639,7,163.13959
50.007942,5,163.241765
51.18732,6,163.371439
51.388797,6,163.57563
51.842366,6,163.782495
50.99178,7,163.916296
50.86171,5,164.076604
50.403524,5,164.162958
51.756667,6,164.286187
50.330215,5,164.377671
50.2052,5,164.519693
51.833995,6,164.717987
51.180691,6,164.876261
50.008142,5,164.978921
51.62883,7,165.219327
50.4131,5,165.370132
50.160489,5,165.462912
49.812822,5,165.683145
50.788697,7,165.824383
50.050579,5,166.017747
50.562432,5,166.262254
50.982683,6,166.372893
50.710165,7,166.515125
50.072075,5,166.646835
49.568845,5,166.736475
51.301395,6,166.852048
50.938288,6,166.973259
50.142971,5,167.126481
51.483144,7,167.258728
51.641707,7,167.515256
51.106594,7,167.75259
49.801855,5,167.977774
50.090898,5,168.083942
50.012022,5,168.206376
50.760594,5,168.469959
51.380941,7,168.610566
50.954317,6,168.731766
51.649488,7,168.870956
50.793182,7,169.003848
52.799402,6,169.130728
50.186572,5,169.244452
52.218777,6,169.450884
50.912949,6,169.565045
50.756762,5,169.814365
49.979612,5,169.916806
52.726036,6,170.041509
50.917813,6,170.150676
51.551259,7,170.282987
51.125481,6,170.414206
50.67768,7,170.55693
50.933392,6,170.674235
50.923262,7,170.841194
51.58152,6,171.055979
50.89592,7,171.191731
50.78006,5,171.45333
50.950536,6,171.543069
49.852938,5,171.702312
49.848292,5,171.88275
49.803532,5,172.104121
49.884282,5,172.265164
49.896697,5,172.423752
50.316375,5,172.589187
50.928362,6,172.698812
50.069481,5,172.799479
51.168422,6,173.012367
50.988197,6,173.135586
51.743431,6,173.260366
51.215189,6,173.378044
50.594813,5,173.586578
50.11243,5,173.723748
50.243762,5,173.874706
52.765934,6,174.072511
50.832449,7,174.309846
50.840347,5,174.576289
51.37199,7,174.704235
51.30332,7,174.934419
51.481066,7,175.160232
50.888698,6,175.2784
50.645298,7,175.414078
51.390803,6,175.578298
52.906555,6,175.690983
50.696327,5,175.846392
52.709285,6,176.052338
50.921405,6,176.171873
50.626041,5,176.332471
50.97726,6,176.451634
50.020158,5,176.532566
49.821323,5,176.801547
51.323944,6,177.00783
49.817686,5,177.105562
50.770208,5,177.259159
51.128862,6,177.46063
50.646351,7,177.593315
51.226078,6,177.724562
51.202788,7,177.959253
51.026226,7,178.092608
50.30749,5,178.183816
50.311152,5,178.286843
52.800166,6,178.490005
50.89162,6,178.608043
51.494611,7,178.822232
51.345494,6,178.988362
50.936028,6,179.107028
53.124818,6,179.223578
51.408617,6,179.333779
50.936653,7,179.561905
49.813701,5,179.650167
51.059704,6,179.77391
50.199904,5,180.028378
50.483416,5,180.179644
51.464452,7,180.313035
50.887499,6,180.431211
51.421954,6,180.541145
51.241183,6,180.748338
51.019725,6,180.871219
50.832081,7,181.099919
50.988042,7,181.331
-12.02664,5,181.421754
50.956371,6,181.530895
52.887954,6,181.744215
50.977745,6,181.830836
51.464963,6,181.949037
50.164761,5,182.108275
50.073974,5,182.198461
50.211288,5,182.301271
49.828137,5,182.389719
51.021668,7,182.522219
50.356835,5,182.758559
50.53081,5,182.851811
50.597379,5,183.069265
49.989991,5,183.171279
50.264924,5,183.380344
51.113269,7,183.513382
50.965769,6,183.622928
50.378026,5,183.708076
50.836716,5,183.861296
50.601024,5,183.949389
50.093356,5,184.175889
50.947206,6,184.288607
52.808073,6,184.403459
52.932367,6,184.602607
50.823378,5,184.865065
49.832472,5,185.045439
52.248624,6,185.185134
50.787291,5,185.340318
50.832573,5,185.493823
50.205783,5,185.681667
50.960238,6,185.768865
49.824018,5,185.874495
50.936833,6,185.989345
51.736727,6,186.125192
49.76226,5,186.230495
52.562273,6,186.425251
50.903668,6,186.534549
49.858057,5,186.771196
49.867122,5,186.872472
50.028218,5,186.977472
52.937539,6,187.099984
51.62685,6,187.212056
49.883107,5,187.336809
50.892948,7,187.565788
52.722969,6,187.762332
49.920784,5,187.922448
51.982328,6,188.127105
50.187728,5,188.23085
49.919725,5,188.459926
50.794764,7,188.687624
49.782975,5,188.888813
51.102706,6,189.020211
51.152012,6,189.152441
50.159799,5,189.254125
49.842881,5,189.413952
50.455142,5,189.503574
51.571584,6,189.709602
50.143696,5,189.854147
50.918545,6,189.971293
50.01641,5,190.210211
50.855671,7,190.435841
51.776832,6,190.572886
50.173385,5,190.685869
50.086049,5,190.845856
52.935239,6,191.048503
51.31545,7,191.310431
49.996295,5,191.465201
50.841509,7,191.600448
50.948983,5,191.758657
50.243363,5,191.996353
