#{"t_start": 1785745432.8403468, "env_id": "None"}
r,l,t
-15.463712,3,88.647847
-15.210791,3,88.959341
-15.057791,3,89.275307
50.197209,3,89.440377
-14.572251,3,89.529157
-15.082251,3,89.658061
-15.286251,3,90.005526
-15.066902,3,90.093325
-13.035004,4,90.254244
-14.621172,3,90.337951
-15.576902,3,90.427146
-14.658902,3,90.503593
-12.011283,4,90.969886
57.304614,5,92.428794
-14.215251,3,92.563717
-12.011283,4,92.742661
-15.117902,3,92.81325
-13.040587,4,92.881763
-14.341712,3,92.970763
-15.361712,3,93.078688
-14.443712,3,93.180693
-14.658902,3,93.264498
-14.266251,3,93.374616
-15.108791,3,93.757243
-12.428587,4,93.854366
-14.658902,3,93.935539
-13.740902,3,94.018811
-14.658902,3,94.101561
-15.259712,3,94.25524
-14.292791,3,94.392067
-14.366172,3,94.482978
-15.057791,3,94.801304
55.804853,5,95.168551
-14.443712,3,95.288444
-14.403902,3,95.358353
-14.519172,3,95.422006
-15.592251,3,95.489853
-15.219902,3,95.550715
-15.437172,3,95.619901
-15.057791,3,95.873863
-15.437172,3,95.938133
-15.414791,3,96.310455
-15.539172,3,96.404034
50.044209,3,96.904347
53.29844,4,97.34499
-15.235251,3,97.538114
-14.647712,3,97.622577
-14.290712,3,97.725311
-15.259712,3,97.823539
-15.312791,3,98.176441
-15.414791,3,98.458175
-14.545712,3,98.551315
-15.004712,3,98.618274
56.488614,5,98.780403
52.737439,4,99.075124
-15.388251,3,99.28633
-14.802791,3,99.388237
-15.678902,3,99.469035
-12.987726,4,99.587032
-14.519172,3,99.658144
-15.157712,3,99.759358
-13.740902,3,99.836805
-15.184251,3,100.238032
-14.403902,3,100.312227
-13.137004,4,100.59935
-15.474902,3,100.686342
-15.361712,3,100.808198
-15.117902,3,100.876564
-14.215251,3,101.061002
-15.490251,3,101.162462
-14.394791,3,101.470876
-10.090468,5,101.571637
-14.556902,3,101.663548
-14.621172,3,101.744701
-12.317282,4,101.890651
-14.292791,3,102.200919
-12.069726,4,102.315298
-12.428587,4,102.389883
-15.055712,3,102.505177
-15.474902,3,102.600383
-14.366172,3,102.665251
-15.463712,3,102.742143
-13.476791,3,102.843304
-15.361712,3,102.90749
52.482439,4,103.158383
-14.215251,3,103.380619
-15.310712,3,103.472517
-15.414791,3,103.562059
-13.740902,3,103.648148
-15.423902,3,103.733114
-14.519172,3,103.82169
-15.565712,3,103.946769
-15.437172,3,104.02234
-15.168902,3,104.115642
-15.539172,3,104.192126
-15.184251,3,104.318497
-14.139791,3,104.610081
-15.235251,3,104.699008
-15.423902,3,104.76438
-15.312791,3,105.086338
-9.988468,5,105.219642
-15.423902,3,105.28091
-14.190791,3,105.385931
-15.780902,3,105.446622
-15.667712,3,105.559323
-14.723172,3,105.651232
-15.210791,3,105.758161
-15.029172,3,105.845948
-12.324726,4,105.958343
-15.388251,3,106.109681
-15.490251,3,106.241405
-15.108791,3,106.346326
-15.219902,3,106.40723
-15.361712,3,106.487044
-15.284172,3,106.560938
-14.760902,3,106.627006
-15.259712,3,106.744889
-15.743172,3,106.838033
50.427749,3,107.287618
53.29844,4,107.509303
-13.552251,3,107.632867
-13.344726,4,107.789603
-15.565712,3,107.858603
-12.678004,4,107.988141
-15.321902,3,108.064649
-15.361712,3,108.149911
-15.210791,3,108.540935
-12.885726,4,108.689775
-15.678902,3,108.775218
-12.725283,4,109.003466
-14.723172,3,109.070465
50.044209,3,109.58476
-12.219004,4,109.72729
-15.004712,3,109.83358
52.686439,4,109.94174
-14.394791,3,110.181755
52.172718,4,110.486658
-15.310712,3,110.88637
49.509749,3,111.265681
-11.497561,4,111.63381
-13.476791,3,111.962213
-15.516791,3,112.256134
-15.490251,3,112.348807
-13.446726,4,112.490594
-14.647712,3,112.55784
-15.576902,3,112.624514
53.29844,4,112.759218
-15.414791,3,113.263602
-15.082251,3,113.452525
-14.647712,3,113.755767
-13.627712,3,113.827905
-11.705283,4,113.971074
-14.443712,3,114.086519
-14.723172,3,114.165335
-15.057791,3,114.439465
-14.760902,3,114.510851
-14.802791,3,114.841419
-14.403902,3,114.90898
-13.476791,3,114.971706
-14.496791,3,115.328958
-15.159791,3,115.590273
-15.057791,3,115.676044
-12.173587,4,115.769082
-15.057791,3,115.8666
-15.474902,3,115.965353
-15.270902,3,116.043797
-15.678902,3,116.131289
-15.321902,3,116.200901
-14.470251,3,116.313931
-13.703172,3,116.378856
-14.929251,3,116.47777
-15.490251,3,116.607574
-14.853791,3,116.693441
-14.545712,3,116.777064
-15.388251,3,116.921846
-12.619561,4,117.26332
-12.470283,4,117.345662
-15.372903,3,117.405876
-14.519172,3,117.469594
-14.658902,3,117.542267
-14.572251,3,117.679983
-15.780902,3,117.766759
-15.057791,3,118.308736
-14.621172,3,118.384747
-15.423902,3,118.471085
-9.400476,6,118.562317
-14.621172,3,118.654232
-15.335172,3,118.728955
52.38044,4,118.93246
-12.572282,4,119.418034
-15.235251,3,119.80091
52.78844,4,119.881751
-14.454902,3,119.945877
49.942209,3,120.108859
-15.321902,3,120.171993
-15.029172,3,120.240631
-14.760902,3,120.316362
-11.510587,4,120.404077
-15.386172,3,120.480274
-15.108791,3,120.848605
-14.454902,3,120.930837
-12.882004,4,121.269986
-15.286251,3,121.614769
-13.448587,4,121.685464
-14.368251,3,121.833332
-14.723172,3,121.903592
-14.215251,3,122.002739
-12.987726,4,122.075203
52.482439,4,122.155695
52.27844,4,122.31932
-15.539172,3,122.360654
-14.556902,3,122.399747
-15.286251,3,122.46651
-14.929251,3,122.538584
-15.437172,3,122.580017
-14.470251,3,122.641088
-14.403902,3,122.688607
-14.760902,3,122.727828
51.523209,3,122.80461
-12.823561,4,122.911075
49.942209,3,123.157953
52.58444,4,123.210098
-15.270902,3,123.258871
-14.802791,3,123.53467
-15.437172,3,123.580243
-14.572251,3,123.64339
-14.955791,3,123.720499
53.55344,4,123.778638
-13.031283,4,123.983491
-14.496791,3,124.02739
-13.091587,4,124.071987
-12.623283,4,124.246183
-12.572282,4,124.488494
-15.474902,3,124.526352
-15.031251,3,124.605274
49.483209,3,124.785466
-15.592251,3,124.917218
-15.159791,3,125.073945
-12.780004,4,125.136497
-15.335172,3,125.183353
-11.909283,4,125.432325
-14.760902,3,125.470293
-14.139791,3,125.508633
-15.372902,3,125.550046
56.758733,5,125.696403
-15.006791,3,125.80847
-14.394791,3,125.861726
-12.933004,4,125.946048
-12.530587,4,125.995018
56.656733,5,126.158091
-14.417172,3,126.203696
-14.290712,3,126.257804
-15.641172,3,126.303383
-15.516791,3,126.447667
-15.474902,3,126.484212
-13.476791,3,126.65747
-15.437172,3,126.694583
-15.184251,3,126.75324
-14.760902,3,126.800756
-15.423902,3,126.847592
-13.346587,4,126.895401
-14.403902,3,126.935601
-11.510587,4,126.974014
-15.372902,3,127.009813
50.809209,3,127.282414
-15.210791,3,127.425723
-15.576902,3,127.471866
-13.137004,4,127.620679
50.503209,3,127.903438
-15.184251,3,128.098009
-13.703172,3,128.144194
-14.139791,3,128.298465
-14.658902,3,128.342161
-15.286251,3,128.454269
52.78844,4,128.521322
-15.131172,3,128.556281
-14.572251,3,128.603623
-15.286251,3,128.660167
-14.403902,3,128.696737
-15.210791,3,128.877904
-9.858147,5,129.055133
-13.740902,3,129.091742
-14.556902,3,129.127051
-12.222726,4,129.179601
-14.470251,3,129.247607
-12.069726,4,129.299239
-12.732726,4,129.34399
-14.417172,3,129.38847
-13.140726,4,129.435661
-15.335172,3,129.48077
-14.470251,3,129.541939
-14.190791,3,129.736868
53.502439,4,129.894499
-13.476791,3,129.939321
52.482439,4,130.036184
57.049614,5,130.121344
-14.658902,3,130.16167
-14.802791,3,130.304717
-14.904791,3,130.446437
52.682718,4,130.529952
-15.184251,3,130.612515
-15.210791,3,130.758576
54.302767,7,130.956665
-15.335172,3,130.994496
-15.259712,3,131.045717
-13.239004,4,131.084775
-11.913004,4,131.12476
-12.674283,4,131.203825
-15.210791,3,131.404607
-14.470251,3,131.462234
-15.474902,3,131.505432
-13.550587,4,131.558258
-14.802791,3,131.726371
-15.335172,3,131.770899
52.427718,4,131.928719
-14.403902,3,131.965502
-15.321902,3,132.005622
-15.576902,3,132.049701
52.070717,4,132.324698
-12.426726,4,132.376372
-14.139791,3,132.516662
56.095733,5,132.599632
-14.723172,3,132.63643
-15.372902,3,132.681968
-15.678902,3,132.723316
-14.904791,3,132.92365
-15.388251,3,132.996598
52.482439,4,133.141402
-12.426726,4,133.19557
-14.417172,3,133.246679
-13.703172,3,133.305377
-13.193587,4,133.357134
-11.705283,4,133.440676
-13.627712,3,133.480564
-15.219902,3,133.520323
-15.286251,3,133.573577
-15.184251,3,133.761234
-10.039468,5,133.878973
-14.556902,3,133.914007
-14.519172,3,133.950776
-13.140726,4,134.017889
-11.654283,4,134.249888
-13.476791,3,134.291762
-15.031251,3,134.381366
-15.210791,3,134.527678
-15.057791,3,134.665691
52.482439,4,134.720753
-15.576902,3,134.76939
-14.980251,3,134.81522
-13.552251,3,134.89143
-15.388251,3,134.936681
-14.496791,3,135.026979
-14.556902,3,135.079463
-14.572251,3,135.188576
-14.443712,3,135.249829
-15.678902,3,135.285764
-15.108791,3,135.371398
-15.388251,3,135.41761
-15.133251,3,135.743481
-15.029172,3,135.80933
-15.437172,3,135.887348
-15.539172,3,135.967722
-15.414791,3,136.281571
-12.836587,4,136.352718
-14.658902,3,136.427696
-14.658902,3,136.491361
-15.106712,3,136.581295
-15.006791,3,136.679316
-15.312791,3,136.843499
56.947614,5,136.962609
-9.886468,5,137.115211
-14.853791,3,137.363887
-15.108791,3,137.452039
-14.190791,3,137.661243
-15.117902,3,137.735125
52.376717,4,138.144019
-15.057791,3,138.416852
-15.388251,3,138.565438
-13.140726,4,138.750701
-14.519172,3,138.815676
52.27844,4,138.937492
-15.474902,3,138.999201
-14.292791,3,139.306577
-13.740902,3,139.394307
-15.108791,3,139.857443
-15.284172,3,139.951758
-15.219902,3,140.0389
-12.419283,4,140.349468
-14.853791,3,140.67852
50.197209,3,141.27395
50.146209,3,141.433796
-15.133251,3,141.566202
-13.038726,4,141.682091
-14.454902,3,141.747991
55.738733,5,141.850627
-15.235251,3,141.961014
-14.470251,3,142.090655
-15.159791,3,142.182086
-15.133251,3,142.285469
-14.215251,3,142.679055
-15.082251,3,142.797976
-13.040587,4,142.879119
-15.082251,3,142.985058
-14.572251,3,143.201743
-15.437172,3,143.262392
-15.006791,3,143.539685
-14.760902,3,143.62522
-15.437172,3,143.709667
-13.140726,4,143.811642
-14.929251,3,143.906296
-15.233172,3,143.995351
-15.210791,3,144.139302
-15.006791,3,144.416874
-13.244587,4,144.500541
-14.519172,3,144.586545
-14.878251,3,144.679183
-13.703172,3,144.747439
-14.470251,3,144.863661
-11.44656,4,145.038838
-14.266251,3,145.144337
-14.290712,3,145.231599
-13.142588,4,145.464842
52.380439,4,145.679361
-12.530587,4,145.745837
-13.703172,3,145.829696
-15.414791,3,145.920047
-12.428587,4,146.003457
-14.368251,3,146.08892
49.993209,3,146.573557
-14.658902,3,146.638453
-13.035004,4,146.722255
-15.516791,3,146.801869
-14.556902,3,146.868446
-10.141468,5,146.968234
-13.627712,3,147.066391
-12.219004,4,147.284131
-15.386172,3,147.350724
-14.519172,3,147.413922
-14.139791,3,147.47789
-15.182172,3,147.546352
-15.372902,3,147.641903
-12.887587,4,147.715865
-15.210791,3,147.999514
-15.388251,3,148.165456
-15.184251,3,148.623393
-14.723172,3,148.713523
-14.760902,3,148.786138
-14.658902,3,148.862411
-14.647712,3,148.949954
49.789209,3,149.480959
