#{"t_start": 1785736643.2448115, "env_id": "None"}
r,l,t
-8.535158,5,115.62657
-14.441912,3,115.689614
-14.569253,3,115.785295
-13.623007,3,115.907057
43.7008,9,116.10521
-13.478534,3,116.420509
-14.169082,3,116.664276
-8.132968,7,116.807721
53.471658,4,117.168716
-14.50148,3,117.464579
-15.032581,3,117.593814
53.227084,4,117.660109
56.057457,5,117.741489
-12.217847,4,117.814
-12.872937,4,117.902393
-10.073776,5,118.054544
-12.627913,4,118.136636
-13.77068,3,118.219027
56.94007,5,118.341515
-14.220224,3,118.667646
56.348888,6,119.211494
-12.421557,8,119.557847
-14.696222,3,119.630272
56.266386,5,119.771235
56.204028,7,119.852906
-15.246312,3,119.938529
-14.496791,3,120.066474
-14.496791,3,120.154939
-7.682506,5,120.286828
-13.478059,3,120.363234
-13.691166,3,120.425507
-11.75754,4,120.676873
50.527539,8,120.933642
-8.944554,5,121.401148
-8.438248,6,121.761139
-12.474751,4,121.896556
-14.215372,3,122.173441
51.512351,3,122.638583
56.939722,5,122.965917
-13.636115,3,123.035
52.16525,4,123.15817
57.764387,6,123.656002
-14.386893,3,123.745147
-11.955844,4,123.82568
-15.710925,3,123.888628
-13.476791,3,123.949599
-12.832671,8,124.210076
-13.476956,3,124.546671
-14.503541,3,124.872879
-8.070128,5,125.304729
-14.174603,3,125.395522
58.891129,6,125.482598
53.185944,4,125.595547
53.377777,4,125.840455
58.084168,6,125.952837
56.113379,5,126.058498
53.928899,4,126.490204
-14.497638,3,126.738328
-14.20864,3,126.81665
58.284733,6,126.90819
-13.654551,3,127.132052
52.389321,4,127.397894
28.230724,12,127.625815
49.896236,3,127.793593
-12.966466,4,127.988294
-8.263928,7,129.361741
-14.496791,3,129.604681
-13.483384,3,129.832409
-9.794151,5,129.897206
-13.520201,3,129.978446
51.904305,8,130.272104
-12.823837,4,130.355336
-9.580662,7,130.621829
-12.494289,4,130.702293
56.934964,5,130.8189
56.748192,7,130.92421
-27.972692,10,131.065916
-10.970839,4,131.140355
-11.035891,4,131.527287
-15.791371,3,131.593792
-7.616054,6,131.915456
56.930877,5,132.000437
-10.120447,5,132.073483
-14.515457,3,132.13185
49.771362,3,132.658407
-9.219596,6,132.876981
54.194147,4,132.989321
51.518139,3,133.428727
55.411172,7,133.576719
58.05555,6,133.642576
36.932006,10,133.733197
-8.072147,5,133.881194
-13.484514,3,134.16227
-29.010312,10,134.251779
-11.543457,4,134.309665
-11.742422,4,134.590705
53.263089,4,134.830595
-11.438166,4,134.932276
58.505994,6,135.245224
-34.373376,11,135.551163
-14.156039,3,135.657381
-14.76676,3,135.734409
54.193671,4,136.022052
-12.567484,4,136.091137
52.432122,8,136.238702
53.978974,4,136.690357
-15.222459,3,136.788107
54.216439,4,137.04119
57.439763,7,137.351007
53.259139,4,137.48149
-13.758257,3,137.541583
-13.488801,3,137.609953
56.491977,5,137.753711
-12.089679,4,137.988147
45.974177,9,138.083026
-14.192332,3,138.413866
53.175059,4,138.602934
-14.113799,3,138.743631
-40.828832,14,138.824604
42.904023,9,139.022815
-14.500403,3,139.166916
52.582584,4,139.40431
57.502534,5,139.671991
-13.510934,3,139.733209
-13.773282,3,139.793196
