run_id,tube_sequence,body_id,seed,requested_control_mode,control_mode,rl_policy_path,calibration_mode,nominal_pressure_kpa,rule_distance_compensation,rule_target_attenuation,tube_mass_kg,spawn_lateral_offset_m,reference_impulse_x_ns,reference_impulse_z_ns,pulse_duration_s,jet_to_bin_lead_m,nozzle_radius_m,spread_rate,spawn_step,spawn_time_s,evaluation_class_id,evaluation_class,detected_class_id,detected_class,confidence,detection_hits,first_detection_step,last_detection_step,selected_jet,policy_action,jet_intensity,trigger_lead_m,jet_command_step,jet_command_x,jet_command_y,jet_command_z,jet_step,jet_x,jet_y,jet_z,jet_distance_m,jet_axial_distance_m,jet_radial_offset_m,jet_plume_radius_m,jet_distance_factor,jet_radial_factor,jet_attenuation,jet_peak_force_n,jet_impulse_ns,jet_start_velocity_x_mps,jet_start_velocity_y_mps,jet_start_velocity_z_mps,jet_end_x,jet_end_y,jet_end_z,jet_end_velocity_x_mps,jet_end_velocity_y_mps,jet_end_velocity_z_mps,post_jet_min_x,post_jet_max_x,post_jet_min_z,post_jet_max_z,selected_bin_contact_steps,selected_bin_contact_points,first_selected_bin_contact_step,first_selected_bin_contact_x,first_selected_bin_contact_y,first_selected_bin_contact_z,crossed_bin_entry,first_bin_entry_step,first_bin_entry_x,first_bin_entry_y,first_bin_entry_z,inside_selected_bin_xy,below_selected_bin_rim,final_bin,outcome,failure_stage,success,final_step,final_x,final_y,final_z
20260730_053051_230940_seed42,1,18,42,ground_truth,ground_truth,,1,55.000000,0,0.800000,0.300000,-0.350000,2.100000,1.700000,0.120000,0.500000,0.060000,0.120000,240,1.000000,4,lysis tube,,,0.000000,0,,,5,,0.650000,0.020000,360,-2.364984,5.123964,9.212298,361,-2.364984,5.128131,9.212298,1.291533,1.289995,0.062997,0.214799,1.521841,0.841952,1.281318,13.545945,1.389163,0.000000,1.000000,0.000000,-2.119204,5.248511,9.385677,3.717032,0.991061,2.501256,-2.364984,0.716761,8.872391,9.845133,93,250,480,-0.775381,5.613346,9.735708,1,526,-0.388663,5.768466,9.835592,1,1,5,correct_bin,collected,1,678,0.716761,6.046530,8.872391
20260730_053051_230940_seed42,2,18,42,ground_truth,ground_truth,,1,55.000000,0,0.800000,0.300000,-0.175000,2.100000,1.700000,0.120000,0.500000,0.060000,0.120000,727,3.029167,4,lysis tube,,,0.000000,0,,,5,,0.800000,0.020000,847,-2.189984,5.123964,9.212298,848,-2.189984,5.128131,9.212298,1.466349,1.464995,0.062997,0.235799,1.219278,0.866967,1.057074,16.628542,1.631813,0.000000,1.000000,0.000000,-1.889052,5.248464,9.437005,4.445240,0.989887,3.114605,-2.189984,0.381760,8.852105,9.848953,289,1522,960,-0.278179,5.580843,9.832796,1,955,-0.375094,5.562034,9.842321,1,1,5,correct_bin,collected,1,1262,0.350416,6.273356,8.852105
20260730_053051_230940_seed42,3,18,42,ground_truth,ground_truth,,1,55.000000,0,0.800000,0.300000,0.000000,2.100000,1.700000,0.120000,0.500000,0.060000,0.120000,1311,5.462500,4,lysis tube,,,0.000000,0,,,5,,0.900000,0.020000,1431,-2.014984,5.123964,9.212298,1432,-2.014984,5.128131,9.212298,1.641205,1.639995,0.062997,0.256799,0.998690,0.886600,0.885438,17.348101,1.711914,0.000000,1.000000,0.000000,-1.698604,5.248451,9.451158,4.688883,0.989561,3.315796,-2.014984,0.729639,8.903014,9.899948,160,538,1556,0.252273,5.630673,9.747174,1,1525,-0.375673,5.508006,9.876435,1,1,5,correct_bin,collected,1,1779,0.729639,6.031395,8.903014
20260730_053051_230940_seed42,4,18,42,ground_truth,ground_truth,,1,55.000000,0,0.800000,0.300000,0.175000,2.100000,1.700000,0.120000,0.500000,0.060000,0.120000,1828,7.616667,4,lysis tube,,,0.000000,0,,,5,,1.000000,0.060000,1938,-1.839984,5.082298,9.212298,1939,-1.839984,5.086464,9.212298,1.817522,1.814995,0.095797,0.277799,0.831761,0.788336,0.655707,17.310190,1.778705,0.000000,1.000000,0.000000,-1.526403,5.206792,9.448781,4.874047,0.989625,3.495510,-1.839984,0.645456,8.906951,9.968099,121,363,2055,0.332290,5.556178,9.835843,1,2021,-0.386136,5.422231,9.895844,1,1,5,correct_bin,collected,1,2263,0.645456,5.922060,8.906951
20260730_053051_230940_seed42,5,18,42,ground_truth,ground_truth,,1,55.000000,0,0.800000,0.300000,0.350000,2.100000,1.700000,0.120000,0.500000,0.060000,0.120000,2312,9.633333,4,lysis tube,,,0.000000,0,,,5,,1.000000,0.060000,2422,-1.664984,5.082298,9.212298,2423,-1.664984,5.086464,9.212298,1.992300,1.989995,0.095797,0.298799,0.704425,0.814179,0.573528,14.837370,1.605489,0.000000,1.000000,0.000000,-1.392593,5.206828,9.410765,4.340933,0.990510,3.064248,-1.664984,0.495670,8.765053,9.996899,158,454,2484,-0.797736,5.337748,9.719615,1,2510,-0.389073,5.432030,9.935324,1,1,5,correct_bin,collected,1,2766,-0.099354,6.398889,8.765053
